Id,SalePrice
1461,111562.83827028188
1462,160635.79089473395
1463,187344.37529240487
1464,197310.92322993526
1465,206091.4420830084
1466,170519.0308186243
1467,174559.53238743555
1468,156656.64396315574
1469,212243.45490575724
1470,115130.27011828434
1471,154140.617711206
1472,97726.77295335941
1473,93895.57218085315
1474,146941.92416682077
1475,107507.66565052014
1476,376022.3484842207
1477,262571.57384862157
1478,310887.9609039179
1479,303369.5785126578
1480,486826.8648692757
1481,311830.7810497376
1482,203902.77392372387
1483,177452.66706865586
1484,161790.2473593972
1485,175960.71962167634
1486,188324.93339773527
1487,334370.77001061843
1488,220999.60888106545
1489,203537.10097258427
1490,256363.62181440968
1491,201952.26762105487
1492,105101.77382864061
1493,183892.2498794047
1494,302811.42626572214
1495,289088.24747429206
1496,244060.0731607292
1497,174732.02772180326
1498,174633.52426540529
1499,161681.7672298352
1500,148336.1331115428
1501,196402.5902369232
1502,132340.08506264465
1503,354756.6623266491
1504,233627.2991725704
1505,224922.2290487086
1506,192183.44990903448
1507,258650.08221093798
1508,197272.43368109575
1509,154817.21359501904
1510,143430.90905400563
1511,160628.78205165366
1512,176425.60440875133
1513,150361.73028357577
1514,171001.43402085113
1515,210663.51497168242
1516,154176.51417459093
1517,179277.61745774996
1518,121570.91155202902
1519,222491.71793634136
1520,118520.57166595256
1521,133638.01440628647
1522,188135.682833726
1523,113601.88387851592
1524,123214.50509232134
1525,117489.0840868655
1526,103897.02413302197
1527,105516.47329834285
1528,131300.65897170166
1529,161487.24183034472
1530,211076.62588266178
1531,128847.94786476516
1532,94028.3012275182
1533,167383.9968899283
1534,125001.70336812822
1535,150126.94038273054
1536,92515.7885465513
1537,48103.39528656367
1538,153781.92530418083
1539,206300.44637573673
1540,111814.90841712836
1541,143221.61252666407
1542,167308.4041683723
1543,183990.80741091227
1544,76290.88483698026
1545,119105.0039131314
1546,137314.54093877316
1547,136735.7774480151
1548,150292.39635170694
1549,124400.93450933417
1550,142242.37502384133
1551,104779.07451401194
1552,154225.5476695738
1553,159176.41477525933
1554,114914.70685930988
1555,157212.40759383954
1556,49823.09386879104
1557,140648.58706948126
1558,109422.88145997663
1559,61000.73345182849
1560,116998.30102569184
1561,150999.46185891176
1562,131230.66752198504
1563,128329.52774744068
1564,166509.7220402046
1565,159316.5503416254
1566,227720.79110919184
1567,76280.65964865504
1568,222218.2381852928
1569,138193.66375992904
1570,125143.66925740722
1571,81691.42983239249
1572,150608.75627094766
1573,267273.72984782455
1574,136114.93453228826
1575,234424.4852859965
1576,232670.50287248596
1577,181027.59740276376
1578,159935.99096197236
1579,128183.97943752771
1580,189322.48784050916
1581,153045.5960174123
1582,134488.25448952508
1583,282591.5828709792
1584,220516.326949955
1585,134020.44818885904
1586,85198.19753711895
1587,104087.46718000913
1588,153857.14486206876
1589,105222.49644018577
1590,122383.84110991549
1591,89979.76559826818
1592,129164.48595035795
1593,131322.05899723535
1594,152542.10411810165
1595,115914.09442653925
1596,228744.33929263565
1597,202950.15006104045
1598,210633.52693879095
1599,196169.29657741712
1600,174963.4559840132
1601,53441.44054834802
1602,127246.8522583762
1603,37516.10449715087
1604,271639.8432419055
1605,224773.3149323372
1606,148739.8673320272
1607,168622.66809058344
1608,200009.5138938453
1609,190145.9552511169
1610,151387.01554379083
1611,126264.3271163014
1612,186900.2262330904
1613,164101.17121186026
1614,136072.9555755365
1615,92535.17627475903
1616,69134.17962840367
1617,81087.33298367694
1618,133880.39092875188
1619,143105.05180679713
1620,181521.22463423217
1621,131102.90725599803
1622,152390.30472895407
1623,255759.53382412397
1624,198940.6906667476
1625,115405.82741820163
1626,168375.6730816434
1627,191268.23550645082
1628,275261.3637871673
1629,174881.30574407813
1630,365666.3641559838
1631,248478.84624371887
1632,251546.96811009734
1633,169134.7066252248
1634,181334.46227935408
1635,169706.16310374244
1636,144505.29100973293
1637,200633.45042460202
1638,178415.90428238263
1639,182231.81893719838
1640,235777.08087410755
1641,180960.4695787858
1642,252285.3658069559
1643,219374.0589095119
1644,235962.45224642433
1645,218590.29272438516
1646,155534.53881041642
1647,154644.09758896224
1648,127327.0818029649
1649,125708.60234860415
1650,105916.00376870277
1651,113333.97731793708
1652,98172.83874290773
1653,94462.9233057666
1654,145253.68230375712
1655,122680.34312586361
1656,140518.97154494983
1657,154643.87124700937
1658,145537.98606234178
1659,127934.44515001072
1660,148465.33296797794
1661,441663.6869946872
1662,385672.36950553174
1663,387270.41479437874
1664,538874.7294094263
1665,333612.96900674084
1666,324218.96485313715
1667,377250.7811888241
1668,359403.6356754592
1669,317363.03060032363
1670,363366.96990614897
1671,270098.41615911876
1672,409199.013702524
1673,290641.78391002247
1674,246560.1748846665
1675,203356.34207547942
1676,205947.15179232394
1677,217581.96585330536
1678,475953.2389681818
1679,388235.1935063605
1680,341541.8270999355
1681,280155.8641116236
1682,320839.4222584794
1683,191791.92457303277
1684,169020.5303814174
1685,168732.79837256882
1686,161105.59986283077
1687,159398.76328885028
1688,180617.31898241752
1689,184570.4961897234
1690,187161.327303205
1691,176010.1521705085
1692,246109.67780427518
1693,167185.53348630792
1694,180181.590052268
1695,165262.6619481083
1696,264572.91603309044
1697,174286.98519155034
1698,341626.1509187828
1699,333140.74858208373
1700,271553.252005366
1701,278852.3730702089
1702,236701.64251452126
1703,228432.79805437278
1704,269578.45428100444
1705,239264.48035057113
1706,190479.4770305537
1707,224214.68493174727
1708,203049.30190776673
1709,248142.28575427545
1710,219285.80518559844
1711,267185.08618733514
1712,253174.5869151163
1713,282683.5937565421
1714,228920.57180148095
1715,208893.2910931356
1716,187329.7031931256
1717,174718.5275201503
1718,152701.2323747555
1719,227261.94099428807
1720,253602.02143438626
1721,146929.02832815994
1722,116974.65368760307
1723,150206.3666683924
1724,218469.82532508214
1725,242163.89494799502
1726,187227.8990509457
1727,150902.21085628832
1728,153602.23872440922
1729,174827.47076808134
1730,164007.66380026183
1731,109590.94531183988
1732,132068.6279511823
1733,116636.49865975716
1734,121830.70345885889
1735,90870.2654772726
1736,93320.09058277047
1737,287463.5857929279
1738,263957.7840068124
1739,244845.03488823547
1740,220983.50110277318
1741,192181.84391274216
1742,177208.93549915048
1743,168847.58709212294
1744,362664.2781154708
1745,222725.2729623753
1746,191094.69657937987
1747,221078.61571866128
1748,225749.99628834962
1749,132976.07072822232
1750,133498.26114625746
1751,230417.85383709715
1752,105631.00291237378
1753,157055.26644102004
1754,197505.9082269096
1755,165195.22414754427
1756,143491.5530307618
1757,118296.89384124459
1758,144604.2199011224
1759,158266.4196405558
1760,161280.1387899428
1761,155642.0220448159
1762,186197.92344470898
1763,185574.48620570032
1764,113679.86143855102
1765,187381.70483970759
1766,186585.4545383731
1767,228955.78897745945
1768,140192.3876320174
1769,161676.65009119883
1770,147518.93549184618
1771,120633.62499031928
1772,133791.60346545605
1773,110263.86440224967
1774,154556.57936323056
1775,140143.7627538256
1776,128338.57971064138
1777,112454.32073719359
1778,145846.71057498225
1779,135273.3985381064
1780,154487.85110729534
1781,125555.47590894482
1782,73799.57838525392
1783,141622.08507354808
1784,98405.9152490891
1785,142827.37656404855
1786,107435.42900257003
1787,150723.66434160146
1788,53211.029254731795
1789,106028.73262139405
1790,66907.3595247104
1791,193142.5704555704
1792,167996.66462586776
1793,136703.03116782263
1794,162796.94810353935
1795,134823.69671168062
1796,127882.00170589428
1797,120770.81149247018
1798,122799.2477226899
1799,97939.84457510423
1800,122039.76807159351
1801,125005.95837011424
1802,104134.57647370957
1803,160397.0667267111
1804,125308.38837840284
1805,128991.55990726699
1806,129910.88712980141
1807,136119.05812610994
1808,119109.40291642761
1809,135472.0048180126
1810,142116.22670421077
1811,144668.69909560872
1812,112995.83002005384
1813,144819.38938538317
1814,99837.91010471765
1815,57803.03341438723
1816,102543.8041484236
1817,108480.1168131997
1818,167760.80335632886
1819,138613.48857387598
1820,27558.146415712894
1821,99153.88326022998
1822,155187.31934382505
1823,29598.276908881206
1824,131094.16130682855
1825,157152.92088412106
1826,97176.54177996835
1827,107280.06037607756
1828,140431.96633869823
1829,127297.26499076994
1830,154974.82775574148
1831,162225.98984157728
1832,21998.6355661251
1833,148001.20133487188
1834,119980.52166749843
1835,134340.06401903825
1836,139048.77220745647
1837,78275.14646043425
1838,111672.28287360072
1839,110909.001623516
1840,148441.89393679827
1841,137052.824192977
1842,73746.74550478814
1843,144498.92327397107
1844,137025.7722330166
1845,138967.11607016696
1846,156459.624277022
1847,162595.15014656185
1848,43603.750053210446
1849,104106.04614094095
1850,105970.22558865386
1851,143788.28345746268
1852,105017.38428870874
1853,116285.02424639338
1854,167940.95766159086
1855,159997.44946292022
1856,220543.15455520636
1857,132953.86191064946
1858,141581.34592624952
1859,99859.81382109007
1860,147391.8883864058
1861,107823.49626451249
1862,295587.39503369655
1863,283189.9667671647
1864,283215.74581408396
1865,365115.5621011209
1866,343398.6860526051
1867,211480.9045455515
1868,287889.7461954943
1869,205829.9440866387
1870,219305.4773968188
1871,255583.30859055917
1872,169675.97820749943
1873,242084.42184913333
1874,144526.62900259104
1875,183481.48720044817
1876,201932.55185368969
1877,209097.77543465773
1878,193630.05002087643
1879,138491.14126593943
1880,130303.93437823532
1881,246362.92318577887
1882,232739.92388122418
1883,178286.48910209996
1884,203487.56808040728
1885,225957.170468065
1886,284128.7139695138
1887,216901.84905995574
1888,258583.97201123345
1889,165620.9967000212
1890,94315.42414826553
1891,102483.49020211815
1892,102324.04516193127
1893,130986.93368162125
1894,118802.61155957668
